"Issue Type","Summary","Test Case ID","Module","Feature","Priority","Severity","Preconditions","Test Steps","Test Data","Expected Result","Actual Result","Status","Labels"
"Test","TC-MENU-008 - Update","TC-MENU-008","Menu","Update","Medium","Medium","COMPANY_ADMIN","PUT /:id","valid","200","","","Menu"
"Test","TC-MENU-009 - Update/empty","TC-MENU-009","Menu","Update/empty","Medium","Low","—","PUT /:id `{}`","rỗng","400 ""Không có dữ liệu cập nhật""","","","Menu"
"Test","TC-MENU-010 - Availability toggle","TC-MENU-010","Menu","Availability toggle","High","High","COMPANY_ADMIN","PATCH /:id/availability","`{is_available:false}`","200; món hết hàng không đặt được","","","Menu"
"Test","TC-MENU-011 - Availability/coerce","TC-MENU-011","Menu","Availability/coerce","Low","Low","—","is_available = ""false"" (string)","như bên","coerce → false","","","Menu"
"Test","TC-MENU-012 - Delete","TC-MENU-012","Menu","Delete","High","High","COMPANY_ADMIN","DELETE /:id","—","200; soft-delete (status inactive) — kiểm tra","","","Menu"
"Test","TC-MENU-013 - Delete/in-order","TC-MENU-013","Menu","Delete/in-order","High","High","Món đang trong đơn active","DELETE /:id","—","⚠️ASSUMED: soft-delete để không phá đơn cũ. Kiểm tra không cascade xóa order_items","","","Menu"
"Test","TC-MENU-014 - Scope","TC-MENU-014","Menu","Scope","High","Critical","COMPANY_ADMIN X","Sửa món công ty Y","id Y","403/404 (scope service)","","","Menu"
"Test","TC-MENU-015 - XSS/unicode","TC-MENU-015","Menu","XSS/unicode","Low","Low","—","name emoji/tiếng Việt/`<script>`","như bên","Lưu đúng, hiển thị escape","","","Menu"
"Test","TC-MENU-016 - Category create","TC-MENU-016","Menu","Category create","Medium","Medium","COMPANY_ADMIN","POST /menu-categories","`{name,category_type:""food""}`","201","","","Menu"
"Test","TC-MENU-017 - Category validation","TC-MENU-017","Menu","Category validation","Medium","Medium","—","thiếu category_type","bỏ","400 ""Thiếu loại danh mục""","","","Menu"
"Test","TC-MENU-018 - Category delete/FK","TC-MENU-018","Menu","Category delete/FK","High","High","Danh mục còn món","DELETE category","—","⚠️ASSUMED: chặn xóa/soft-delete khi còn món. Kiểm tra","","","Menu"
"Test","TC-CMB-001 - Create","TC-CMB-001","Combo","Create","High","High","COMPANY_ADMIN","POST /","`{name,price,items:[{menu_item_id,quantity:2}]}`","201","","","Combo"
"Test","TC-CMB-002 - Create/no-items","TC-CMB-002","Combo","Create/no-items","High","High","—","items rỗng","`items:[]`","400 ""Combo phải có ít nhất 1 món""","","","Combo"
"Test","TC-CMB-003 - Create/validation","TC-CMB-003","Combo","Create/validation","Medium","Medium","—","thiếu name","bỏ","400 ""Thiếu tên combo""","","","Combo"
"Test","TC-CMB-004 - Create/price","TC-CMB-004","Combo","Create/price","Medium","Medium","—","price âm","`-1`","400 ""Giá không hợp lệ""","","","Combo"
"Test","TC-CMB-005 - Create/item-invalid","TC-CMB-005","Combo","Create/item-invalid","Medium","Medium","—","menu_item_id không tồn tại","id lạ","400/FK","","","Combo"
"Test","TC-CMB-006 - Create/quantity","TC-CMB-006","Combo","Create/quantity","Medium","Medium","—","quantity = 0","`0`","400 ""Số lượng phải > 0""","","","Combo"
"Test","TC-CMB-007 - Read","TC-CMB-007","Combo","Read","Medium","Low","WAITER","GET /","Bearer","200 (staffRead)","","","Combo"
"Test","TC-CMB-008 - Create/permission","TC-CMB-008","Combo","Create/permission","High","High","WAITER","POST /","Bearer","403","","","Combo"
"Test","TC-CMB-009 - Update/empty","TC-CMB-009","Combo","Update/empty","Medium","Low","—","PUT /:id `{}`","rỗng","400 ""Không có dữ liệu cập nhật""","","","Combo"
"Test","TC-CMB-010 - Delete","TC-CMB-010","Combo","Delete","Medium","Medium","COMPANY_ADMIN","DELETE /:id","—","200","","","Combo"
"Test","TC-CMB-011 - Scope","TC-CMB-011","Combo","Scope","High","High","COMPANY_ADMIN X","thao tác combo Y","—","403/404","","","Combo"
"Test","TC-CMB-012 - Business/price-logic","TC-CMB-012","Combo","Business/price-logic","Low","Low","—","Giá combo > tổng giá món lẻ","như bên","⚠️ASSUMED: không chặn; combo lẽ ra rẻ hơn. Ghi nhận cân nhắc","","","Combo"
"Test","TC-CB-001 - List","TC-CB-001","Cashback","List","High","Medium","SUPER_ADMIN","GET /","—","200, tỷ lệ theo từng hạng","","","Cashback"
"Test","TC-CB-002 - Update","TC-CB-002","Cashback","Update","High","High","SUPER_ADMIN","PUT /gold","`{percent:5}`","200; áp dụng cho lần thanh toán sau","","","Cashback"
"Test","TC-CB-003 - Update/boundary","TC-CB-003","Cashback","Update/boundary","High","High","SUPER_ADMIN","percent = 0 / 100","biên","200","","","Cashback"
"Test","TC-CB-004 - Update/boundary","TC-CB-004","Cashback","Update/boundary","High","High","SUPER_ADMIN","percent = -1 / 101","ngoài","400 ""percent không được âm"" / ""percent tối đa là 100""","","","Cashback"
"Test","TC-CB-005 - Update/type","TC-CB-005","Cashback","Update/type","Medium","Medium","SUPER_ADMIN","percent = ""abc""","string","400 ""percent phải là số""","","","Cashback"
"Test","TC-CB-006 - Update/invalid-rank","TC-CB-006","Cashback","Update/invalid-rank","Medium","Medium","SUPER_ADMIN","PUT /diamond (không tồn tại)","—","404/400 (rank không hợp lệ)","","","Cashback"
"Test","TC-CB-007 - Permission","TC-CB-007","Cashback","Permission","High","Critical","COMPANY_ADMIN","PUT /gold","Bearer","403 (chỉ SUPER_ADMIN)","","","Cashback"
"Test","TC-CB-008 - Business/integration","TC-CB-008","Cashback","Business/integration","High","High","Đặt gold=5%, khách gold thanh toán 1tr","Thanh toán CASH","—","applyCashback hoàn 50k vào ví (module Checkout gọi)","","","Cashback"
"Test","TC-HB-001 - List","TC-HB-001","Home Banner","List","High","Medium","SUPER_ADMIN","GET /","—","200, danh sách banner","","","Home-Banner"
"Test","TC-HB-002 - Create slide","TC-HB-002","Home Banner","Create slide","High","High","SUPER_ADMIN","POST /","`{image_url:""https://...jpg"",type:1}`","201","","","Home-Banner"
"Test","TC-HB-003 - Create today","TC-HB-003","Home Banner","Create today","High","High","SUPER_ADMIN","POST /","`{image_url,type:2}`","201 (""hôm nay ăn gì"")","","","Home-Banner"
"Test","TC-HB-004 - Create/type-invalid","TC-HB-004","Home Banner","Create/type-invalid","High","High","SUPER_ADMIN","type = 3","`3`","400 ""Loại phải là 1 (slide) hoặc 2...""","","","Home-Banner"
"Test","TC-HB-005 - Create/url-invalid","TC-HB-005","Home Banner","Create/url-invalid","High","High","SUPER_ADMIN","image_url = ""abc""","không URL","400 ""URL ảnh không hợp lệ""","","","Home-Banner"
"Test","TC-HB-006 - Create/url-missing","TC-HB-006","Home Banner","Create/url-missing","High","High","SUPER_ADMIN","thiếu image_url","bỏ","400 (required)","","","Home-Banner"
"Test","TC-HB-007 - Create/permission","TC-HB-007","Home Banner","Create/permission","High","Critical","COMPANY_ADMIN","POST /","Bearer","403 (chỉ SUPER_ADMIN)","","","Home-Banner"
"Test","TC-HB-008 - Delete","TC-HB-008","Home Banner","Delete","High","High","SUPER_ADMIN","DELETE /:id","—","200/204; biến mất khỏi public /home-banners","","","Home-Banner"
"Test","TC-HB-009 - Delete/404","TC-HB-009","Home Banner","Delete/404","Medium","Low","SUPER_ADMIN","DELETE /:id lạ","—","404","","","Home-Banner"
"Test","TC-HB-010 - Integration","TC-HB-010","Home Banner","Integration","High","High","Tạo banner type 1","GET /public/home-banners","—","Banner mới hiển thị trên app khách (Home.tsx slide)","","","Home-Banner"
"Test","TC-HB-011 - XSS/SSRF","TC-HB-011","Home Banner","XSS/SSRF","Medium","Medium","SUPER_ADMIN","image_url = `javascript:alert(1)`","như bên","⚠️ASSUMED: zod .url() chấp nhận nhiều scheme → app render `<img>` an toàn nhưng nên chặn non-http(s). Ghi nhận","","","Home-Banner"
"Test","TC-HB-012 - UI","TC-HB-012","Home Banner","UI","Low","Low","—","HomeBannersPage","—","Preview ảnh, loading/empty state","","","Home-Banner"
"Test","TC-BR-001 - Create","TC-BR-001","Branch","Create","High","High","COMPANY_ADMIN","POST /","`{name,code,address}`","201 (company_id ép theo user)","","","Branch"
"Test","TC-BR-002 - Create/validation","TC-BR-002","Branch","Create/validation","High","High","—","thiếu name/code/address","bỏ","400 tương ứng","","","Branch"
"Test","TC-BR-003 - Create/time","TC-BR-003","Branch","Create/time","Medium","Medium","—","opening_time = ""25:00""","invalid","400 ""Giờ không hợp lệ (HH:mm)""","","","Branch"
"Test","TC-BR-004 - Create/email","TC-BR-004","Branch","Create/email","Medium","Medium","—","email sai format","`""abc""`","400 ""Email không hợp lệ""","","","Branch"
"Test","TC-BR-005 - Create/duplicate-code","TC-BR-005","Branch","Create/duplicate-code","Medium","High","code trùng","POST /","trùng","⚠️ASSUMED: UNIQUE code → 409/400. Kiểm tra","","","Branch"
"Test","TC-BR-006 - List/scope","TC-BR-006","Branch","List/scope","High","Critical","COMPANY_ADMIN X","GET /","Bearer","Chỉ chi nhánh công ty X","","","Branch"
"Test","TC-BR-007 - Get/scope","TC-BR-007","Branch","Get/scope","High","Critical","BRANCH_MANAGER","GET /:id chi nhánh khác","id khác","403/404","","","Branch"
"Test","TC-BR-008 - Update","TC-BR-008","Branch","Update","Medium","Medium","manager","PUT /:id","valid","200","","","Branch"
"Test","TC-BR-009 - Change status","TC-BR-009","Branch","Change status","High","High","manager","PATCH /:id/status INACTIVE","—","200; chi nhánh INACTIVE ẩn khỏi public catalog","","","Branch"
"Test","TC-BR-010 - Delete","TC-BR-010","Branch","Delete","High","High","manager","DELETE /:id","—","200; kiểm tra FK (bàn/đơn/nhân viên) — soft hay hard?","","","Branch"
"Test","TC-BR-011 - Delete/FK","TC-BR-011","Branch","Delete/FK","High","Critical","Chi nhánh còn bàn/đơn","DELETE /:id","—","⚠️ASSUMED: chặn/soft-delete để không mồ côi dữ liệu. Kiểm tra","","","Branch"
"Test","TC-BR-012 - Permission","TC-BR-012","Branch","Permission","High","High","WAITER","POST /","Bearer","403","","","Branch"
"Test","TC-BR-013 - Business/hours","TC-BR-013","Branch","Business/hours","Medium","Medium","closing < opening","Tạo chi nhánh qua đêm 18:00-02:00","như bên","201; logic đặt bàn hỗ trợ qua nửa đêm (đã test ở reservation)","","","Branch"
"Test","TC-CO-001 - Create","TC-CO-001","Company","Create","High","High","SUPER_ADMIN","POST /","`{name}`","201","","","Company"
"Test","TC-CO-002 - Create/permission","TC-CO-002","Company","Create/permission","High","Critical","COMPANY_ADMIN","POST /","Bearer","403 (service chặn COMPANY_ADMIN tạo công ty)","","","Company"
"Test","TC-CO-003 - Create/validation","TC-CO-003","Company","Create/validation","High","High","SUPER_ADMIN","thiếu name","bỏ","400 ""Vui lòng nhập tên công ty""","","","Company"
"Test","TC-CO-004 - Create/logo","TC-CO-004","Company","Create/logo","Medium","Low","SUPER_ADMIN","logo_url không URL","`""abc""`","400 ""Logo phải là URL hợp lệ""","","","Company"
"Test","TC-CO-005 - Create/email","TC-CO-005","Company","Create/email","Medium","Low","SUPER_ADMIN","email = """"","rỗng","201 (cho phép rỗng)","","","Company"
"Test","TC-CO-006 - List/scope","TC-CO-006","Company","List/scope","High","Critical","COMPANY_ADMIN","GET /","Bearer","Chỉ công ty của mình (service siết)","","","Company"
"Test","TC-CO-007 - Get/cross","TC-CO-007","Company","Get/cross","High","Critical","COMPANY_ADMIN X","GET /:id công ty Y","id Y","403/404","","","Company"
"Test","TC-CO-008 - Update","TC-CO-008","Company","Update","Medium","Medium","SUPER_ADMIN / COMPANY_ADMIN own","PUT /:id","valid","200","","","Company"
"Test","TC-CO-009 - Update/empty","TC-CO-009","Company","Update/empty","Medium","Low","—","PUT /:id `{}`","rỗng","400 ""Không có dữ liệu cập nhật""","","","Company"
"Test","TC-CO-010 - Update/status","TC-CO-010","Company","Update/status","High","High","SUPER_ADMIN","PATCH status INACTIVE","—","Công ty INACTIVE ẩn khỏi public /companies","","","Company"
"Test","TC-ICUS-001 - Adjust points","TC-ICUS-001","Int Customer","Adjust points","High","Critical","COMPANY_ADMIN","POST /:id/points","`{points:15000000}`","200; set điểm tuyệt đối, tính lại hạng (→ silver)","","","Int-Customer"
"Test","TC-ICUS-002 - Adjust/validation","TC-ICUS-002","Int Customer","Adjust/validation","High","High","—","points = -100","âm","400 ""points không được âm""","","","Int-Customer"
"Test","TC-ICUS-003 - Adjust/validation","TC-ICUS-003","Int Customer","Adjust/validation","Medium","Medium","—","points = 1.5","thập phân","400 ""points phải là số nguyên""","","","Int-Customer"
"Test","TC-ICUS-004 - Adjust/type","TC-ICUS-004","Int Customer","Adjust/type","Medium","Medium","—","points = ""abc""","string","400 ""points phải là số""","","","Int-Customer"
"Test","TC-ICUS-005 - Adjust/permission","TC-ICUS-005","Int Customer","Adjust/permission","High","Critical","BRANCH_MANAGER","POST /:id/points","Bearer","403 (chỉ COMPANY_ADMIN/SUPER_ADMIN)","","","Int-Customer"
"Test","TC-ICUS-006 - Adjust/not-found","TC-ICUS-006","Int Customer","Adjust/not-found","Medium","Medium","id lạ","POST /:id/points","—","404 ""Không tìm thấy khách hàng""","","","Int-Customer"
"Test","TC-ICUS-007 - Adjust/rank-recompute","TC-ICUS-007","Int Customer","Adjust/rank-recompute","High","High","Set điểm về 0","POST /:id/points 0","`{points:0}`","Tính lại hạng theo ngưỡng (có thể rớt về normal)","","","Int-Customer"
"Test","TC-ICUS-008 - Adjust/concurrency","TC-ICUS-008","Int Customer","Adjust/concurrency","Medium","High","2 request set điểm","đồng thời","—","lockCustomer (FOR UPDATE) → nhất quán","","","Int-Customer"
"Test","TC-ICUS-009 - Adjust/audit","TC-ICUS-009","Int Customer","Adjust/audit","Medium","Medium","—","POST /:id/points","—","Ghi audit log (ai chỉnh điểm khách nào)","","","Int-Customer"
"Test","TC-ICUS-010 - Adjust/boundary","TC-ICUS-010","Int Customer","Adjust/boundary","Medium","Medium","—","points cực lớn (80tr+)","như bên","Lên platinum, reset điểm về 0 theo computeRank","","","Int-Customer"
"Test","TC-EMP-001 - Create","TC-EMP-001","Employee","Create","High","Critical","BRANCH_MANAGER","POST /","`{full_name,username,password,role_id}`","201; password lưu bcrypt hash; gán branch/company theo scope","","","Employee"
"Test","TC-EMP-002 - Create/validation","TC-EMP-002","Employee","Create/validation","High","High","—","username 2 ký tự","`""ab""`","400 ""Tên đăng nhập tối thiểu 3 ký tự""","","","Employee"
"Test","TC-EMP-003 - Create/validation","TC-EMP-003","Employee","Create/validation","High","High","—","password 5 ký tự","`""12345""`","400 ""Mật khẩu tối thiểu 6 ký tự""","","","Employee"
"Test","TC-EMP-004 - Create/validation","TC-EMP-004","Employee","Create/validation","High","High","—","thiếu role_id","bỏ","400 ""Thiếu vai trò""","","","Employee"
"Test","TC-EMP-005 - Create/duplicate","TC-EMP-005","Employee","Create/duplicate","High","High","username đã tồn tại","POST /","trùng","⚠️ASSUMED: UNIQUE username → 409/400 ""Tên đăng nhập đã tồn tại"". Kiểm tra","","","Employee"
"Test","TC-EMP-006 - Create/privilege-escalation","TC-EMP-006","Employee","Create/privilege-escalation","High","Critical","BRANCH_MANAGER","POST / role_id = SUPER_ADMIN","như bên","⚠️RỦI RO: BRANCH_MANAGER không được tạo tài khoản quyền cao hơn mình. Kiểm tra service chặn. Ghi nhận","","","Employee"
"Test","TC-EMP-007 - Create/scope","TC-EMP-007","Employee","Create/scope","High","Critical","BRANCH_MANAGER A","POST / branch_id = B","branch khác","403/ép về branch của mình (không tạo cho chi nhánh khác)","","","Employee"
"Test","TC-EMP-008 - Create/permission","TC-EMP-008","Employee","Create/permission","High","High","WAITER","POST /","Bearer","403","","","Employee"
"Test","TC-EMP-009 - Create/kitchen-type","TC-EMP-009","Employee","Create/kitchen-type","Medium","Medium","Manager","role KITCHEN cần kitchen_type_id","thiếu","⚠️ASSUMED: nếu role bếp bắt buộc kitchen_type_id thì cần validate. Kiểm tra","","","Employee"
"Test","TC-EMP-010 - List/scope","TC-EMP-010","Employee","List/scope","High","Critical","BRANCH_MANAGER A","GET /","Bearer","Chỉ nhân viên chi nhánh A","","","Employee"
"Test","TC-EMP-011 - List/no-password","TC-EMP-011","Employee","List/no-password","High","Critical","Manager","GET /","—","Response **không** chứa password hash","","","Employee"
"Test","TC-EMP-012 - List roles","TC-EMP-012","Employee","List roles","Medium","Low","Manager","GET /roles","—","200 danh sách vai trò","","","Employee"
"Test","TC-EMP-013 - Get/scope","TC-EMP-013","Employee","Get/scope","High","High","Manager A","GET /:id nhân viên B","id B","403/404","","","Employee"
"Test","TC-EMP-014 - Update","TC-EMP-014","Employee","Update","Medium","Medium","Manager","PUT /:id","valid","200","","","Employee"
"Test","TC-EMP-015 - Update/empty","TC-EMP-015","Employee","Update/empty","Medium","Low","—","PUT /:id `{}`","rỗng","400 ""Không có dữ liệu cập nhật""","","","Employee"
"Test","TC-EMP-016 - Change status LOCKED","TC-EMP-016","Employee","Change status LOCKED","High","High","Manager","PATCH /:id/status LOCKED","—","200; nhân viên đó không login được (403 ở auth)","","","Employee"
"Test","TC-EMP-017 - Status/self-lock","TC-EMP-017","Employee","Status/self-lock","Medium","High","Manager","PATCH /:id/status với id = chính mình LOCKED","self","⚠️ASSUMED: nên chặn tự khóa mình. Kiểm tra, ghi nhận","","","Employee"
"Test","TC-EMP-018 - Reset password","TC-EMP-018","Employee","Reset password","High","High","Manager","POST /:id/reset-password","`{password:""newpass1""}`","200; nhân viên login pass mới","","","Employee"
"Test","TC-EMP-019 - Reset/validation","TC-EMP-019","Employee","Reset/validation","Medium","Medium","Manager","password 5 ký tự","`""12345""`","400 min 6","","","Employee"
"Test","TC-EMP-020 - Reset/scope","TC-EMP-020","Employee","Reset/scope","High","Critical","Manager A","reset-password nhân viên B công ty khác","id B","403","","","Employee"
"Test","TC-EMP-021 - Audit","TC-EMP-021","Employee","Audit","Medium","Medium","—","Tạo/khóa/reset nhân viên","—","Ghi audit log","","","Employee"
"Test","TC-CAN-001 - Create request","TC-CAN-001","Cancel","Create request","High","High","WAITER, món đã gửi bếp","POST cancel-request","`{reason_code:""WRONG_ORDER""}`","201 tạo yêu cầu PENDING","","","Cancel"
"Test","TC-CAN-002 - Create/OTHER-note","TC-CAN-002","Cancel","Create/OTHER-note","High","High","WAITER","reason_code OTHER không note","thiếu note","400 ""Lý do OTHER phải kèm ghi chú"" (refine)","","","Cancel"
"Test","TC-CAN-003 - Create/invalid-reason","TC-CAN-003","Cancel","Create/invalid-reason","Medium","Medium","WAITER","reason_code = ""BORED""","invalid","400 (enum)","","","Cancel"
"Test","TC-CAN-004 - Create/qty","TC-CAN-004","Cancel","Create/qty","Medium","Medium","WAITER","requested_qty > số lượng món","quá","⚠️ASSUMED: nên chặn hủy nhiều hơn số đã gọi. Kiểm tra","","","Cancel"
"Test","TC-CAN-005 - Create/note-max","TC-CAN-005","Cancel","Create/note-max","Low","Low","WAITER","reason_note > 500 ký tự","dài","400 (max 500)","","","Cancel"
"Test","TC-CAN-006 - Accept","TC-CAN-006","Cancel","Accept","High","Critical","KITCHEN, yêu cầu PENDING","PATCH /:id/accept","—","Món hủy; **hoàn kho** nếu đã trừ (nấu rồi); cập nhật bill","","","Cancel"
"Test","TC-CAN-007 - Accept/stock","TC-CAN-007","Cancel","Accept/stock","High","Critical","Món đã COOKING (đã trừ kho)","PATCH /:id/accept","—","Kiểm tra hoàn nguyên liệu về kho đúng định lượng","","","Cancel"
"Test","TC-CAN-008 - Reject","TC-CAN-008","Cancel","Reject","High","High","KITCHEN","PATCH /:id/reject","`{decision_note}`","Yêu cầu REJECTED; món giữ nguyên","","","Cancel"
"Test","TC-CAN-009 - Decide/permission","TC-CAN-009","Cancel","Decide/permission","High","High","WAITER","PATCH /:id/accept","Bearer","403 (chỉ canDecide)","","","Cancel"
"Test","TC-CAN-010 - Withdraw","TC-CAN-010","Cancel","Withdraw","Medium","Medium","WAITER (người tạo)","PATCH /:id/withdraw","—","200; yêu cầu rút lại (khi bếp chưa xử lý)","","","Cancel"
"Test","TC-CAN-011 - Withdraw/decided","TC-CAN-011","Cancel","Withdraw/decided","Medium","Medium","Yêu cầu đã accept/reject","PATCH /:id/withdraw","—","400 (không rút được sau khi đã quyết định)","","","Cancel"
"Test","TC-CAN-012 - Double-decide","TC-CAN-012","Cancel","Double-decide","High","High","Yêu cầu đã accept","PATCH /:id/accept lại","—","400 (đã xử lý); không hoàn kho 2 lần","","","Cancel"
"Test","TC-CAN-013 - List/scope","TC-CAN-013","Cancel","List/scope","High","High","canView","GET /","—","Chỉ yêu cầu trong scope chi nhánh","","","Cancel"
"Test","TC-CAN-014 - Concurrency","TC-CAN-014","Cancel","Concurrency","High","High","1 yêu cầu","accept + reject **đồng thời**","song song","Chỉ 1 quyết định thắng (lock/status guard)","","","Cancel"
"Test","TC-RPT-001 - Dashboard","TC-RPT-001","Report","Dashboard","High","High","BRANCH_MANAGER","GET /dashboard","—","200, số liệu chi nhánh của mình","","","Report"
"Test","TC-RPT-002 - Dashboard/scope","TC-RPT-002","Report","Dashboard/scope","High","Critical","BRANCH_MANAGER A","GET /dashboard","—","Chỉ dữ liệu chi nhánh A (không thấy toàn hệ thống)","","","Report"
"Test","TC-RPT-003 - Admin overview","TC-RPT-003","Report","Admin overview","High","High","SUPER_ADMIN","GET /admin-overview","—","200 tổng quan toàn hệ thống","","","Report"
"Test","TC-RPT-004 - Admin overview/permission","TC-RPT-004","Report","Admin overview/permission","High","Critical","COMPANY_ADMIN/BRANCH_MANAGER","GET /admin-overview","Bearer","403 (service chặn non-SUPER_ADMIN)","","","Report"
"Test","TC-RPT-005 - Revenue","TC-RPT-005","Report","Revenue","High","High","Manager","GET /revenue?from&to","date range","200, doanh thu theo khoảng","","","Report"
"Test","TC-RPT-006 - Revenue/date-validation","TC-RPT-006","Report","Revenue/date-validation","Medium","Medium","Manager","from > to","đảo ngược","⚠️ASSUMED: nên validate khoảng ngày; kiểm tra không 500","","","Report"
"Test","TC-RPT-007 - Revenue/SQLi","TC-RPT-007","Report","Revenue/SQLi","High","Critical","Manager","from = `2026-01-01';DROP--`","như bên","Parametrized, không thực thi","","","Report"
"Test","TC-RPT-008 - Top items","TC-RPT-008","Report","Top items","Medium","Medium","Manager","GET /top-items","—","200, món bán chạy","","","Report"
"Test","TC-RPT-009 - Permission","TC-RPT-009","Report","Permission","High","High","WAITER","GET /dashboard","Bearer","403","","","Report"
"Test","TC-RPT-010 - Perf","TC-RPT-010","Report","Perf","Low","Medium","Dữ liệu 1 năm, nhiều chi nhánh","GET /revenue","—","Query có index/aggregate; response time chấp nhận; cân nhắc cache","","","Report"
"Test","TC-RPT-011 - Empty","TC-RPT-011","Report","Empty","Low","Low","Chi nhánh mới chưa có đơn","GET /dashboard","—","200, số 0, không lỗi chia 0","","","Report"
"Test","TC-INV-001 - Create ingredient","TC-INV-001","Inventory","Create ingredient","High","High","BRANCH_MANAGER","POST /ingredients","`{ingredient_code,ingredient_name,unit}`","201","","","Inventory"
"Test","TC-INV-002 - Create/validation","TC-INV-002","Inventory","Create/validation","High","High","—","thiếu unit","bỏ","400 ""Thiếu đơn vị tính""","","","Inventory"
"Test","TC-INV-003 - Create/duplicate-code","TC-INV-003","Inventory","Create/duplicate-code","Medium","High","code trùng trong công ty","POST","trùng","⚠️ASSUMED: UNIQUE (company,code) → 409/400. Kiểm tra","","","Inventory"
"Test","TC-INV-004 - Create/negative-stock","TC-INV-004","Inventory","Create/negative-stock","Medium","Medium","—","current_stock = -5","âm","400 (min 0)","","","Inventory"
"Test","TC-INV-005 - List low-stock","TC-INV-005","Inventory","List low-stock","High","High","staffRead","GET /ingredients/low-stock","—","200, nguyên liệu ≤ minimum_stock (cảnh báo bổ sung)","","","Inventory"
"Test","TC-INV-006 - Scope","TC-INV-006","Inventory","Scope","High","Critical","BRANCH_MANAGER cty X","GET nguyên liệu cty Y","—","Không thấy (scope company_id)","","","Inventory"
"Test","TC-INV-007 - Super scope","TC-INV-007","Inventory","Super scope","Medium","Medium","SUPER_ADMIN","GET /ingredients?companyId=5","—","Trả nguyên liệu công ty 5 (resolveCompanyScope)","","","Inventory"
"Test","TC-INV-008 - Super no-company","TC-INV-008","Inventory","Super no-company","Medium","Medium","SUPER_ADMIN","GET /ingredients không companyId","—","⚠️ASSUMED: company_id undefined → trả rỗng/lỗi. Kiểm tra hành vi","","","Inventory"
"Test","TC-INV-009 - Update","TC-INV-009","Inventory","Update","Medium","Medium","Manager","PUT /ingredients/:id","valid","200","","","Inventory"
"Test","TC-INV-010 - Delete","TC-INV-010","Inventory","Delete","High","High","Manager","DELETE /ingredients/:id","—","200; soft-delete nếu đang dùng trong công thức","","","Inventory"
"Test","TC-INV-011 - Delete/in-recipe","TC-INV-011","Inventory","Delete/in-recipe","High","High","Nguyên liệu trong công thức món","DELETE /ingredients/:id","—","⚠️ASSUMED: chặn/soft-delete để không phá công thức. Kiểm tra FK","","","Inventory"
"Test","TC-INV-012 - Set recipe","TC-INV-012","Inventory","Set recipe","High","Critical","Manager","PUT /recipes/menu-item/:id","`{items:[{ingredient_id,quantity:0.2}]}`","200; định lượng dùng để trừ kho khi nấu","","","Inventory"
"Test","TC-INV-013 - Recipe/empty","TC-INV-013","Inventory","Recipe/empty","High","High","—","items rỗng","`[]`","400 ""Công thức phải có ít nhất 1 nguyên liệu""","","","Inventory"
"Test","TC-INV-014 - Recipe/qty","TC-INV-014","Inventory","Recipe/qty","Medium","Medium","—","quantity = 0","`0`","400 ""Định lượng phải > 0""","","","Inventory"
"Test","TC-INV-015 - Recipe/permission","TC-INV-015","Inventory","Recipe/permission","High","High","KITCHEN","PUT /recipes/...","Bearer","403 (managerOnly ghi); GET thì được","","","Inventory"
"Test","TC-INV-016 - Purchase txn","TC-INV-016","Inventory","Purchase txn","High","Critical","Manager","POST /transactions PURCHASE","`{ingredientId,type:""PURCHASE"",quantity:100}`","201; current_stock tăng 100","","","Inventory"
"Test","TC-INV-017 - Waste txn","TC-INV-017","Inventory","Waste txn","High","High","Manager","POST /transactions WASTE","`{ingredientId,type:""WASTE"",quantity:5}`","current_stock giảm 5 (hủy hao)","","","Inventory"
"Test","TC-INV-018 - Stock count","TC-INV-018","Inventory","Stock count","High","High","Manager","POST /transactions STOCK_COUNT","`{ingredientId,type:""STOCK_COUNT"",actualStock:80}`","current_stock đặt = 80 (kiểm kê); ghi chênh lệch","","","Inventory"
"Test","TC-INV-019 - Adjustment/negative","TC-INV-019","Inventory","Adjustment/negative","High","Critical","current_stock=10","POST WASTE quantity 20","quá tồn","⚠️ASSUMED: nên chặn tồn kho âm hoặc cho phép có kiểm soát. Kiểm tra business rule","","","Inventory"
"Test","TC-INV-020 - Txn/validation","TC-INV-020","Inventory","Txn/validation","Medium","Medium","—","type = ""STEAL""","invalid","400 (enum)","","","Inventory"
"Test","TC-INV-021 - Txn/concurrency","TC-INV-021","Inventory","Txn/concurrency","High","Critical","2 txn cùng nguyên liệu","đồng thời","—","Lock row → tồn kho nhất quán, không mất update","","","Inventory"
"Test","TC-INV-022 - Txn/audit-trail","TC-INV-022","Inventory","Txn/audit-trail","Medium","High","—","Xem GET /transactions","—","Mọi biến động kho có bản ghi (không sửa tay không dấu vết)","","","Inventory"
"Test","TC-INV-023 - Estimate order","TC-INV-023","Inventory","Estimate order","Medium","Medium","staffRead","GET /estimate/order/:orderId","—","200, ước tính nguyên liệu tiêu hao cho đơn","","","Inventory"
"Test","TC-INV-024 - Deduct-on-cook","TC-INV-024","Inventory","Deduct-on-cook","High","Critical","Order cook (module Order)","POST /orders/:id/cook","—","Trừ kho theo công thức × số lượng món; liên kết đúng inventory","","","Inventory"
"Test","TC-PROC-001 - Create supplier","TC-PROC-001","Procurement","Create supplier","High","High","Manager","POST /suppliers","`{supplier_code,supplier_name}`","201","","","Procurement"
